代號,名稱,年/月,營業利益率,稅後淨利率,每股盈餘,ROE(A)－稅後,速動比率,負債比率,來自營運之現金流量,營收成長率,股利殖利率,現金股利率,普通股每股現金股利（盈餘及公積）,交易所主產業代碼,利息保障倍數,總資產週轉次數,存貨週轉率（次）,平均收帳天數,平均售貨天數
1713,國化,2019/12,2.39,16.26,0.64,4.18,2277.25,6.27,"-4,322",-11.67,3.21,3.21,0.58,M1700,,0.24,3.36,64.74,108.51
1714,和桐,2019/12,3.13,1.31,0.02,2.53,142.09,41.89,"2,099,278",-9.65,0,0,0,M1700,3.63,1.12,6.18,63.54,59.07
1717,長興,2019/12,5.79,6.02,1.99,11.15,141.14,59.25,"4,946,144",-6.78,5.26,5.26,1.4,M1700,6.82,0.75,4.31,136.3,84.77
1718,中纖,2019/12,9.15,7.31,-0.57,4.34,8.71,91.49,"18,013,327",-13.73,0,0,0,M1700,6.79,0.05,11.44,131.24,31.9
1720,生達,2019/12,13.1,11.95,2.11,10.58,143.58,32.93,"637,939",10.19,4.45,4.45,1.5,M1700,56.95,0.59,2.61,83.67,139.89
1721,三晃,2019/12,0.53,-0.21,-0.03,-0.3,112.82,46.36,"218,633",-6.02,0,0,0,M1700,0.54,0.78,3.84,72.96,94.97
1722,台肥,2019/12,12.61,16.01,2.11,4.07,251.24,32.95,"3,718,036",5.53,4.44,4.44,2.2,M1700,473.44,0.17,3.75,30.57,97.38
1723,中碳,2019/12,19.12,17.21,5.57,17.64,88.02,39.14,"1,542,235",-11.89,4.08,4.08,5,M1700,61.91,0.63,7.81,26.97,46.71
1724,台硝,2019/12,5.45,3.75,0.56,3.58,97.35,28.02,"337,073",-5.45,3.86,3.86,0.5,M1700,25.01,0.67,7.03,80.24,51.92
1725,元禎,2019/12,1.84,2.27,1.07,5.88,240.62,36.12,"382,391",-11.59,5.42,5.42,0.81,M1700,21.61,1.58,45.01,44.61,8.11
1726,永記,2019/12,9.91,8.6,4.21,8.11,409.27,13.97,"415,744",-1.27,4.55,4.55,3.2,M1700,2378.39,0.8,2.85,100.29,128.19
1727,中華化,2019/12,1.55,1.36,0.3,2.12,69.13,41.61,"250,242",-12.57,1.7,1.7,0.2,M1700,7.04,0.9,5.88,112.04,62.05
1730,花仙子,2019/12,12.78,10.75,5.37,21.32,133.11,33.02,"571,062",13.61,5.14,5.14,3.76,M1700,122.99,1.23,4.98,63.23,73.24
1731,美吾華,2019/12,13.44,9.14,0.76,5.79,129.46,35.75,"217,457",-2.01,4.51,4.51,0.6,M1700,26.25,0.41,2.1,227.52,173.51
1732,毛寶,2019/12,4.88,4.17,0.59,5.63,238.52,23.78,"24,476",5.9,0,0,0,M1700,91.97,1.02,3.27,57.88,111.59
1733,五鼎,2019/12,9.24,5.14,1.14,6.8,201.04,40.42,"462,523",7.6,3.88,3.88,1.1,M1700,17.93,0.82,2.78,78.15,131.27
1734,杏輝,2019/12,-6.14,-6.18,0.08,-4.47,131.64,45.87,"-79,486",8.07,1.03,1.03,0.2,M1700,-2.75,0.41,2.76,90.16,132.45
1735,日勝化,2019/12,6.32,3.71,1.19,8.28,92.76,49.53,"408,510",-13.63,3.7,3.7,0.65,M1700,10.68,1.08,3.9,110.68,93.51
1736,喬山,2019/12,6.34,5.1,4.26,14.73,84.82,66.08,"943,231",16.62,1.64,1.64,1.4,M1700,9.41,1,2.13,107.93,171.55
1737,臺鹽,2019/12,14.44,11.89,1.73,5.61,290.19,19.06,"330,807",-3.16,4.62,4.62,1.5,M1200,179.93,0.39,5.48,22.27,66.59
1760,寶齡富錦,2019/12,14.23,10.25,2.1,11.91,211.81,28.91,"90,984",11.73,2,2,1.8,M1700,124.66,0.84,2.07,79.73,175.92
1762,中化生,2019/12,10.47,10.13,1.51,5.86,47.19,41.4,"268,128",13.46,2.25,2.25,0.8,M1700,14.54,0.35,1.78,44.56,205.46
1773,勝一,2019/12,13.18,11.79,5.9,18.19,70.56,29.61,"1,146,082",-6.55,4.46,2.34,2.2,M1700,239.21,1.15,6.17,56.1,59.17
1776,展宇,2019/12,4.85,4.61,0.86,6.64,122.84,40.81,"165,932",-15.86,5.31,5.31,0.85,M1700,18.27,0.84,4.21,95.8,86.67
1783,和康生,2019/12,14.51,13.29,0.87,7.1,116.79,28.19,"94,418",5.73,3.49,3.49,0.78,M1700,22.22,0.39,2.75,74.41,132.63
1786,科妍,2019/12,30.65,27.57,2.09,9.9,325.96,26.91,"204,400",32.86,2.6,1.9,1.36,M1700,21.98,0.25,3.54,56.1,102.97
1789,神隆,2019/12,9.22,7.49,0.27,2.08,558.36,12.12,"788,945",-17.92,1.02,1.02,0.27,M1700,5.76,0.24,1.38,72.51,264.56
1795,美時,2019/12,12.13,7.39,2.74,8.79,117.4,56.78,"302,809",42.71,0,0,0,M1700,3.59,0.56,3.97,66.6,92.03
1802,台玻,2019/12,-2.8,-3.85,-0.5,-3.53,67.13,50.34,"3,342,454",-9.36,0,0,0,M1800,-0.63,0.48,4.29,98.02,85.16
1805,寶徠,2019/12,-47.48,-57.4,-0.91,-11.57,19.52,54.99,"-7,835",59.21,0,0,0,M2500,-2.61,0.09,0.11,4.02,3246.02
1806,冠軍,2019/12,-6.49,-8.99,-0.98,-6.89,107.96,40.15,"207,287",-5.89,0,0,0,M1800,-2.85,0.45,1.81,72.04,201.34
1808,潤隆,2019/12,-1.84,15.62,2.13,10.23,28.02,81.06,"-6,070,319",-69.67,4.78,3.18,2,M2500,5.38,0.16,0.23,53.65,1589.61
1809,中釉,2019/12,-4.39,-3.46,-0.24,-2.12,230.95,20.88,"119,398",-8.1,1.69,1.69,0.2,M1800,-6,0.48,2.4,108,152.17
1810,和成,2019/12,1.43,0.65,0.13,0.64,65.57,47.71,"328,712",1.1,0,0,0,M1800,2.12,0.51,2.05,97.34,178.43
1817,凱撒衛,2019/12,10.57,7.7,2.48,10.6,89.65,33.02,"347,440",1.82,4.77,4.77,1.7,M1800,31.44,0.97,2.95,37.62,123.66
1903,士紙,2019/12,-108.82,-105.95,-0.69,-6.99,30.93,61.75,"-125,433",-22.46,0,0,0,M1900,-5.87,0.03,1.45,92.25,251.74
1904,正隆,2019/12,8.7,5.81,2.08,9.44,99.98,56.93,"7,322,113",-1.93,6.22,6.22,1.2,M1900,6,0.68,3.66,58.65,99.63
1905,華紙,2019/12,-1.85,-1.46,-0.22,-1.7,48.22,44.06,"820,599",-13.88,0,0,0,M1900,-2.97,0.66,4.82,57.9,75.73
1906,寶隆,2019/12,-1.2,9.53,0.8,3.2,11.76,32.17,"64,161",-35.72,3.53,3.53,0.5,M1900,8.72,0.22,59.96,20.26,6.09
1907,永豐餘,2019/12,4,3.56,1.38,5.44,86.07,58.06,"10,540,613",-2.2,5.2,5.2,0.7,M1900,4.82,0.62,5.99,73.24,60.98
1909,榮成,2019/12,3.74,1.05,0.45,2.28,46.29,68.28,"5,768,204",-8.79,1.99,1.99,0.3,M1900,1.22,0.68,11.44,87.69,31.9
2002,中鋼,2019/12,3.43,2.82,0.57,3.06,27.18,50.17,"39,953,298",-8.59,2.09,2.09,0.5,M2000,5.07,0.55,3.37,15.59,108.25
2006,東和鋼鐵,2019/12,4.7,3.47,1.56,6.45,27.81,49.04,"3,832,991",12.81,5.87,5.87,1.35,M2000,8.16,0.93,2.78,26.67,131.16
2007,燁興,2019/12,-7.29,-9.96,-1.21,-10.63,20.79,72.97,"-224,007",-25.04,0,0,0,M2000,-3.78,0.3,4.04,8.79,90.4
2008,高興昌,2019/12,-10.79,-10.87,-0.62,-5.16,35.35,52.64,"-60,262",-19.18,0,0,0,M2000,-1.74,0.22,2.32,35.89,157.58
2009,第一銅,2019/12,-5.7,-3.9,-0.28,-2.72,55.75,30.55,"66,692",-18.13,0,0,0,M2000,-11.29,0.49,2.04,27.26,179.24
2010,春源,2019/12,0.98,1.39,0.37,2.16,90.63,38.29,"1,018,009",-9.59,2.96,2.96,0.3,M2000,6.55,0.96,4.87,104.6,74.97
2012,春雨,2019/12,6.38,5.72,1.6,12.37,85.55,60.47,"198,416",-5.14,5.91,5.91,1.2,M2000,5.74,0.86,2.28,83.62,160.02
2013,中鋼構,2019/12,0.57,0.94,0.82,3.7,20.93,70.26,"1,979,254",-17.95,3.23,3.23,0.81,M2000,3.21,1.07,31.83,44.47,11.47
2014,中鴻,2019/12,-0.54,0.03,0.01,0.07,24.69,52.18,"2,513,005",-16.1,0,0,0,M2000,1.09,1.27,5.29,7.41,68.94
2015,豐興,2019/12,7.53,7.08,3.37,10.63,111.68,14.81,"4,495,137",-10.14,5.59,5.59,3,M2000,177.66,1.25,4.51,19.85,80.92
2017,官田鋼,2019/12,-4.63,-3.9,-0.5,-2.98,45.83,39.89,"599,588",-20.76,0,0,0,M2000,-1.7,0.46,2.99,30.37,122.02
2020,美亞,2019/12,5.66,9.71,1.96,14.17,42.98,50.32,"617,277",-5.33,11.86,11.86,1.85,M2000,14.55,0.75,2.78,37.62,131.52
2022,聚亨,2019/12,-2.28,-8.75,-1.64,-15.27,57.19,38.45,"706,593",3.62,0,0,0,M2000,-6.93,0.93,4.41,25.51,82.82
2023,燁輝,2019/12,-1.5,-2.85,-0.73,-5.96,32.46,67.23,"2,821,675",-19.18,0,0,0,M2000,-0.51,0.7,6.31,24.84,57.8
2024,志聯,2019/12,2.89,1.38,0.18,1.47,59.69,46.37,"144,057",-14.64,2.88,2.88,0.35,M2000,2.36,0.56,2.18,71.25,167.46
2025,千興,2019/12,-17.06,-15.4,-0.63,-24.52,30.19,67.38,"-156,839",-59.3,0,0,0,M2000,-10.41,0.57,2.55,0,143.23
2027,大成鋼,2019/12,6.94,3.09,1.49,5.95,78.42,64.84,"1,675,842",-6.97,3.74,3.12,1,M2000,2.65,0.77,1.25,28.3,292
2028,威致,2019/12,1.88,2.02,0.6,8.35,29.1,60.07,"358,367",-12.94,0,0,0,M2000,3.57,1.51,5.66,16.17,64.5
2029,盛餘,2019/12,0.73,0.3,0.11,0.35,402.18,9.21,"288,422",-12.45,0.77,0.77,0.15,M2000,9.81,1.03,5.06,28.76,72.07
2030,彰源,2019/12,4.16,2.24,0.94,6.69,61.65,62.45,"744,514",-10.59,4.02,4.02,0.5,M2000,4.19,1.13,2.82,33.91,129.34
2031,新光鋼,2019/12,-1.15,1.39,0.39,1.68,79.55,57.67,"411,218",-2.49,2.54,2.54,0.8,M2000,1.74,0.51,2.22,108.57,164.71
2032,新鋼,2019/12,1.72,1.67,0.36,2.86,749.4,16.18,"96,175",-7.27,3.81,3.81,0.35,M2000,106.48,1.43,8.85,77.91,41.25
2033,佳大,2019/12,-0.82,4.38,0.45,3.67,144.76,17.8,"75,037",1.86,2.22,2.22,0.2,M2000,14.47,0.67,3.27,83.23,111.68
2034,允強,2019/12,4.92,3.82,1.53,8.14,77.86,38.66,"659,908",-14.75,5.77,5.77,1.5,M2000,30.92,1.37,4.25,33.1,85.8
2038,海光,2019/12,-4.17,-3.26,-1.4,-7.23,29.02,56.35,"369,911",-2.32,0,0,0,M2000,-3.3,0.98,4.06,40.92,90.01
2049,上銀,2019/12,11.88,8.12,6.03,6.82,43.78,51.06,"1,393,793",-31.1,0.75,0.64,1.8,M1500,12.2,0.42,1.63,98.49,223.96
2059,川湖,2019/12,41.39,32,16.35,14.99,789.15,15.68,"1,811,277",9.77,2.21,2.21,8,M2300,179.18,0.41,4.84,81.65,75.43
2062,橋椿,2019/12,-1.28,1.14,0.43,1.31,49.7,56.79,"597,131",-9.16,0.36,0.36,0.1,M9900,2.01,0.49,2.76,76.86,132.46
2069,運錩,2019/12,1.12,0.09,0.05,0.22,39.47,58.87,"682,666",2.04,2.65,2.65,0.5,M2000,1.13,1.06,4.52,34.5,80.8
2101,南港,2019/12,6.43,10.22,1.42,10.77,33.11,61.26,"4,262,711",6.38,1.49,1.49,1.25,M2100,10.95,0.44,1.07,75.78,342.1
2102,泰豐,2019/12,-8.5,-14.74,-1.46,-8.61,150.03,46.19,"467,044",-9.33,0,0,0,M2100,-7.45,0.33,3.79,83.1,96.35
2103,台橡,2019/12,3.75,2.83,0.9,4.9,90.94,49.4,"2,597,981",-2.83,2.07,2.07,0.5,M2100,7.65,0.92,3.97,44.56,91.95
2104,國際中橡,2019/12,9.62,5.23,1.2,3.5,161.65,33.55,"997,509",-8.84,0.64,0.64,0.2,M2100,8.16,0.44,5.62,80.55,64.92
2105,正新,2019/12,6.4,3.21,1.07,4.46,88.2,52.47,"18,285,361",0.26,2.39,2.39,1,M2100,4.39,0.65,4.59,42.23,79.6
2106,建大,2019/12,3.9,3.15,1.16,5.36,135.04,55.3,"1,379,353",1.91,2.61,1.31,0.4,M2100,5.85,0.78,3.3,42,110.63
2107,厚生,2019/12,15.69,19.95,1.54,5.09,198.01,16.75,"1,783,085",96.66,4.24,4.24,0.8,M2100,29.16,0.2,0.4,20.94,922.22
2108,南帝,2019/12,15.97,11.96,2.9,17.39,412.25,18.04,"1,981,647",-10.27,6.98,6.98,2.1,M2100,787.53,1.19,9.65,46.36,37.81
2109,華豐,2019/12,6.94,2.82,0.03,3.64,134.74,43.56,"414,130",0.16,0,0,0,M2100,5.5,0.72,4.17,58.67,87.49
2114,鑫永銓,2019/12,27.45,24.08,5.63,17.21,350.98,14.47,"615,722",-10.04,6.05,6.05,5,M2100,,0.62,3.7,56.69,98.66
2115,六暉-KY,2019/12,11.51,8.9,2.81,10.68,152.79,44.52,"283,441",3.35,6.56,5.35,2.2,M2200,27.62,0.72,3.56,87.37,102.56
2201,裕隆,2019/12,-35.83,-28.59,-16.24,-34.68,89.67,81.82,"-24,899,145",-2.63,0,0,0,M2200,-19.88,0.27,4.72,673.41,77.34
2204,中華,2019/12,5.68,-7.2,-2.38,-4.71,133.21,18.07,"1,703,403",-8.03,0,0,0,M2200,-78.05,0.55,6.17,32.88,59.12
2206,三陽工業,2019/12,1.35,6.57,2.71,14.94,37.27,62.94,"1,350,696",6.48,4.46,4.46,1,M2200,11.24,0.85,6.32,26.03,57.74
2207,和泰車,2019/12,9.44,6.38,21.55,20.3,93.45,70.41,"16,478,695",14.56,2.05,2.05,14,M2200,9.43,0.88,15.49,216.77,23.57
2208,台船,2019/12,-10.31,-10.98,-3.91,-29.18,32.21,81.59,"480,250",27.12,0,0,0,M2600,-26.23,0.57,11.21,24.29,32.55
2227,裕日車,2019/12,4.2,22.41,24.27,34.65,398.99,24.49,"-901,677",3.97,7.41,7.41,21.27,M2200,1146.62,1.19,0,8.86,0
2228,劍麟,2019/12,13.6,14.34,8.66,17.03,266.03,22.55,"679,174",8.33,4.18,4.18,5,M2200,456.13,0.92,4.07,67.89,89.62
2231,為升,2019/12,28.76,22.66,8,21.76,110.27,37.04,"642,998",1.77,2.81,2.73,6.8,M2200,60.9,0.59,2.75,119.75,132.92
2233,宇隆,2019/12,13.57,12.48,5.07,10.99,174.56,31.08,"714,023",-7.68,4.53,4.53,3.3,M2200,34.9,0.63,2.49,86.18,146.61
2236,百達-KY,2019/12,6.29,2.91,0.88,3.9,168.11,42.66,"401,312",-18.08,1.78,0.26,0.06,M2200,9.88,0.8,2.78,127.96,131.53
2239,英利-KY,2019/12,6.45,4.35,5.46,7.31,66.65,56.66,"2,957,829",1.76,2.61,2.61,2.5,M2200,4.48,0.73,3.64,83.96,100.16
2243,宏旭-KY,2019/12,-6.21,-7.42,-3.03,-14.64,61.17,75.02,"83,878",-14.28,0,0,0,M2200,-2.44,0.49,0.98,195.59,371.69
2301,光寶科,2019/12,5.25,5.29,4.03,12.6,102.13,60.01,"19,761,747",-14.08,6.48,6.48,3.2,M2300,15.65,0.93,5.46,86.83,66.81
2302,麗正,2019/12,-0.87,0.09,0,0.03,115.5,17.17,"76,086",-4.24,0,0,0,M2300,1.22,0.25,2.76,85.51,132.4
2303,聯電,2019/12,3.16,4.14,0.82,2.96,168.6,44.02,"54,904,148",-2.02,5.04,5.04,0.75,M2300,2.91,0.4,6.36,61.08,57.41
2305,全友,2019/12,-27.16,1.18,0.01,0.27,392.06,23.9,"-137,364",-13.13,0,0,0,M2300,5.41,0.19,2.72,41.57,134.17
2308,台達電,2019/12,7.24,8.92,8.9,15.25,121.22,43.94,"41,910,768",13.13,3.3,3.3,5,M2300,40.51,0.94,5.26,78.21,69.38
2312,金寶,2019/12,0.92,0.33,0.34,1.75,63.91,73.35,"7,006,200",3.55,2.28,2.28,0.3,M2300,1.56,1.4,5.93,70.47,61.58
2313,華通,2019/12,10.94,6.8,3.21,15.52,133.59,57.95,"7,707,645",10.52,2.66,2.66,1.2,M2300,12.86,0.94,6.39,91.64,57.16
2314,台揚,2019/12,0.22,0.03,0.01,0.06,131.53,47.15,"219,101",-27.23,0,0,0,M2300,1.46,1.06,4.44,89.32,82.17
2316,楠梓電,2019/12,-1.79,10.8,2.55,7.61,165.91,41.32,"242,889",-7.77,1.43,1.43,0.5,M2300,21.52,0.42,5.71,104.85,63.9
2317,鴻海,2019/12,2.15,2.47,8.32,9.68,122.96,57.85,"248,017,738",0.93,4.63,4.63,4.2,M2300,3.46,1.59,8.81,71.36,41.42
2321,東訊,2019/12,-9.88,-7.41,-0.78,-19.12,90.24,72.5,"-142,848",-35.6,0,0,0,M2300,-3.19,0.72,5.8,63.23,62.94
2323,中環,2019/12,-1.33,2.38,0.2,1.08,258.81,23.27,"-992,481",-19.09,2.09,2.09,0.2,M2300,5.75,0.28,2.6,97.91,140.53
2324,仁寶,2019/12,1.08,0.81,1.6,6.93,102.28,70.01,"20,921,069",1.32,6.37,6.37,1.2,M2300,4.67,2.51,12.01,73.62,30.38
2327,國巨,2019/12,19.44,17.07,16.35,13.35,88.56,52.02,"11,722,328",-46.46,3.41,3.41,13.06,M2300,18.19,0.38,3.32,131.08,109.8
2328,廣宇,2019/12,4.67,4.5,1.99,9.19,152.87,42,"2,464,625",-5.74,4.29,4.29,1,M2300,27.52,1.14,8.85,109.95,41.25
2329,華泰,2019/12,4.43,3.36,1.06,10.16,54.09,61.89,"3,034,780",15.32,1,1,0.15,M2300,7.36,1.07,11.17,60.19,32.67
2330,台積電,2019/12,34.83,32.28,13.32,20.93,122.44,28.38,"615,138,744",3.73,0.76,0.76,9.5,M2300,120.92,0.49,6.2,45.88,58.87
2331,精英,2019/12,0.05,0.19,0.08,0.48,110.41,52.82,"1,521,283",-11.02,0,0,0,M2300,1.85,1.21,8.27,60.99,44.13
2332,友訊,2019/12,-2.26,-2.6,-0.78,-4.76,116.02,43.19,"46,261",-12.32,0,0,0,M2300,-6.16,1.02,4.12,84.76,88.57
2337,旺宏,2019/12,8.86,8.61,1.64,9.44,87.52,46.43,"4,542,687",-5.3,3.23,3.23,1.2,M2300,16.37,0.58,1.65,49.03,221.18
2338,光罩,2019/12,0.21,8.99,2.19,10.95,112.95,45.49,"671,745",20.19,2.9,2.9,1.07,M2300,24.63,0.72,8.74,70.17,41.77
2340,光磊,2019/12,13.66,11.16,1.45,8.17,274.2,29.48,"1,451,938",1,3.88,3.88,1,M2300,23.9,0.53,2.94,105.38,124.14
2342,茂矽,2019/12,-8.06,-29.24,-2.56,-18.52,323.18,28.82,"-70,187",-26.72,0,0,0,M2300,-25.53,0.42,6.62,76.46,55.1
2344,華邦電,2019/12,2.57,3.03,0.32,2.31,146.45,39.07,"10,575,896",-4.73,0.51,0.51,0.1,M2300,9,0.49,3.38,47.32,108.1
2345,智邦,2019/12,10.9,8.93,8.91,42.89,118.94,56.63,"8,611,237",28.56,3.69,3.69,6.2,M2300,336.17,2.13,5.37,49.27,67.95
2347,聯強,2019/12,1.76,2.12,4.09,14.25,80.82,64.83,"18,811,679",-11.27,6.93,6.93,2.6,M2300,13.42,2.3,8.97,58.79,40.67
2348,海悅,2019/12,33.3,33.39,6.59,35.31,109.15,62.71,"-1,167,076",53.45,8.1,8.1,4.5,M9900,131.9,0.47,0.47,87.49,775.9
2349,錸德,2019/12,-12.55,-33.06,-1.76,-21.1,123.35,46.7,"1,122,575",-16.88,0,0,0,M2300,-12.77,0.35,2.95,64.44,123.82
2351,順德,2019/12,8.5,6.23,2.7,9.18,123.8,42.56,"1,027,793",-15.14,2.77,2.77,1.8,M2300,12.93,0.81,2.67,80.47,136.66
2352,佳世達,2019/12,3.67,2.6,1.82,10.03,66.58,64.69,"8,475,301",8.97,3.52,3.52,0.75,M2300,6.88,1.33,5.54,63.87,65.87
2353,宏碁,2019/12,1.31,1.1,0.87,4.35,89.43,62.08,"-1,380,449",-3.3,4.31,4.31,0.77,M2300,20.61,1.51,5.04,75.53,72.38
2354,鴻準,2019/12,5.3,7.05,5.04,6.76,191.97,34.01,"12,613,618",-29.75,3.78,3.78,2.5,M2300,19.27,0.62,33.17,112.84,11
2355,敬鵬,2019/12,1.67,3.7,1.66,4.23,140.01,31.89,"1,791,867",-11.53,3.13,3.13,1,M2300,14.58,0.77,4.87,74.6,74.91
2356,英業達,2019/12,1.28,0.97,1.54,8.43,89.22,70.5,"12,250,150",-1.17,5.69,5.69,1.3,M2300,4.7,2.51,11.91,65.84,30.64
2357,華碩,2019/12,3.31,3.7,16.34,8.67,101.69,47.93,"35,327,264",-0.81,6.05,6.05,14,M2300,116.07,1.01,3.53,79.5,103.37
2358,廷鑫,2019/12,1.66,0.06,0.01,0.1,94.33,58.44,"-136,437",-11.76,1.19,1.19,0.2,M9900,0.95,0.75,2.08,101.2,175.11
2359,所羅門,2019/12,0.89,9.66,1.86,7.39,302.39,20.66,"844,469",-5.37,3.62,3.62,0.8,M2300,169.2,0.6,4.73,77.86,77.1
2360,致茂,2019/12,14.81,13.58,4.48,12.82,110.21,41.87,"1,364,514",-17.85,2.08,2.08,3,M2300,44.29,0.57,2.88,126.18,126.53
2362,藍天,2019/12,4.04,4.9,1.75,2.63,60.74,60.36,"1,301,219",10.63,1.01,1.01,0.4,M2300,2.59,0.21,2.79,30.21,130.62
2363,矽統,2019/12,-159.49,-100.78,-0.42,-3.21,1328.41,1.07,"-294,404",-0.06,19,3.8,0.36,M2300,-837.55,0.03,1.74,50.55,210.35
2364,倫飛,2019/12,-9.76,-9.92,-0.3,-28.17,28.93,77.88,"33,592",-9.84,0,0,0,M2300,-5.34,0.73,2.78,43.31,131.4
2365,昆盈,2019/12,3.32,9.63,0.65,4.81,488.8,14.71,"241,665",-20.51,4.67,4.67,0.4,M2300,14.75,0.38,5.73,34.31,63.67
2367,燿華,2019/12,10.84,7.72,2.8,16.3,86.85,54.68,"4,232,136",14.73,2.38,2.38,0.8,M2300,16.36,0.95,7.83,82.25,46.62
2368,金像電,2019/12,3.52,0.68,0.24,1.82,98.63,65.73,"1,751,976",-7.8,0,0,0,M2300,2.03,0.9,5.37,124.97,68.03
2369,菱生,2019/12,-12.28,-11.7,-1.47,-9.81,177.14,35.61,"611,224",-9.99,0,0,0,M2300,-27.04,0.58,13.79,84.83,26.47
2371,大同,2019/12,-17.69,-25.85,1.24,-30.73,40.43,75.92,"829,691",-41.57,0,0,0,M1500,-2.36,0.27,1.89,69.05,192.66
2373,震旦行,2019/12,10.07,11.04,6.12,17.59,142.86,51.06,"1,101,732",-5.15,6.66,6.66,6,M2300,30.68,0.79,4.64,38.5,78.61
2374,佳能,2019/12,-6.45,-5.75,-1.41,-5.31,131.51,33.42,"567,687",-13.67,1.8,1.8,0.3,M2300,-43.75,0.62,5.9,48.39,61.87
2375,凱美,2019/12,9.68,12.62,2.83,7.64,166.75,40.49,"873,132",52.98,1.11,1.11,0.5,M2300,27.18,0.35,3.95,129.28,92.34
2376,技嘉,2019/12,2.34,3.09,3.05,7.86,142.87,35.42,"3,886,255",1.41,4.43,4.43,2.2,M2300,209.69,1.68,4.57,36.74,79.95
2377,微星,2019/12,4.94,4.64,6.61,18.33,99.45,48.61,"9,273,570",1.66,4.84,4.84,4.2,M2300,277.84,2.09,4.69,50.48,77.76
2379,瑞昱,2019/12,10.42,11.18,13.36,26.18,128.68,62.92,"12,251,285",32.61,4.7,4.7,11,M2300,46.15,0.92,5.15,53.69,70.81
2380,虹光,2019/12,-27.02,-12.14,-1.22,-12.71,90.73,45.17,"-243,222",-23.2,0,0,0,M2300,-2.63,0.59,1.94,93.49,187.83
2382,廣達,2019/12,1.84,1.58,4.14,11.52,92.29,76.91,"37,734,664",0.16,5.75,5.75,3.7,M2300,4.08,1.62,7.58,71.6,48.14
2383,台光電,2019/12,16.41,13.05,10.14,25.5,151.18,47.34,"2,465,906",8.63,4.38,4.38,6,M2300,90.31,1.04,7.34,123.43,49.74
2385,群光,2019/12,6.77,7.35,8.45,22.65,83.34,55.36,"11,058,807",6.06,6.67,6.67,5.9,M2300,67.5,1.32,5.27,76.83,69.21
2387,精元,2019/12,1.69,1.8,0.04,3.18,97.04,53.89,"370,192",23.28,2.55,2.55,1,M2300,20.38,0.91,5.7,120.65,64
2388,威盛,2019/12,-14.29,1.63,0.09,2.29,102.02,57.13,"-488,513",15.23,0,0,0,M2300,3.51,0.62,5.09,27.09,71.73
2390,云辰,2019/12,-23.81,-29.07,-0.84,-8.29,141.66,21.19,"-76,106",-7.6,0,0,0,M2300,-30.37,0.23,0.91,47.32,402.86
2392,正崴,2019/12,2.33,1.83,4.1,6.36,93.07,61.47,"5,685,177",11.27,5.46,5.46,2.5,M2300,7.81,1.35,7.19,54.7,50.75
2393,億光,2019/12,3.98,4.06,1.86,4.93,114.22,39.35,"4,101,678",-12.96,4.03,4.03,1.4,M2300,16.22,0.73,8.71,111.93,41.9
2395,研華,2019/12,17.05,13.65,10.51,23.74,161.8,30.68,"6,195,469",11.12,2.91,2.58,7.8,M2300,372.71,1.19,4.31,57.92,84.72
2397,友通,2019/12,11.19,8.89,5.51,14.9,137.92,38.59,"1,603,948",34.94,5.95,5.95,5,M2300,84.49,1.07,3.73,80.11,97.96
2399,映泰,2019/12,-3.45,2.01,0.04,2,198.03,26.1,"327,621",-25.01,0,0,0,M2300,42.21,0.74,3.2,51.74,114.13
2401,凌陽,2019/12,2.39,3.17,0.03,1.8,370.38,16.69,"651,653",-9.3,2.21,2.21,0.3,M2300,10.83,0.47,3.98,59.15,91.79
2402,毅嘉,2019/12,4.57,3.69,0.74,3.83,178.66,30.99,"1,308,375",-14.97,3.02,3.02,0.5,M2300,12.02,0.68,7.09,150.27,51.48
2404,漢唐,2019/12,14.24,12.1,14.77,35.67,82.57,62.15,"4,083,019",31.95,6.63,6.63,13,M2300,521.28,1.09,508.76,71.01,0.72
2405,浩鑫,2019/12,0.31,0.25,0.01,0.23,266.12,22.4,"10,445",-24.48,0,0,0,M2300,8.52,0.75,3.01,83.58,121.27
2406,國碩,2019/12,-0.65,0.36,0.74,0.62,95.11,65.16,"510,333",-9.7,0,0,0,M2300,1.35,0.51,4.65,126.72,78.46
2408,南亞科,2019/12,18.4,18.99,3.23,6.2,432.73,7.93,"17,407,007",-38.94,1.79,1.79,1.51,M2300,3440.12,0.3,2.33,60.17,156.9
2409,友達,2019/12,-7.61,-8.04,-2,-10.66,126,52.73,"20,730,639",-12.63,0,0,0,M2300,-5.1,0.67,10.78,53.97,33.85
2412,中華電,2019/12,19.59,16.27,4.23,8.74,93.98,19.07,"72,426,685",-3.7,3.84,3.84,4.23,M2300,401.89,0.44,8.38,49.71,43.58
2413,環科,2019/12,-3.12,-5.26,-1.48,-11.61,53.65,67.25,"32,644",-5.11,0,0,0,M2300,-5.66,0.76,3.15,66.96,115.91
2414,精技,2019/12,1.93,1.58,1.81,9.7,101.68,55.7,"248,554",10.65,6.49,6.49,1.5,M2300,33.55,2.91,11.66,60.06,31.3
2415,錩新,2019/12,8.08,3.76,0.62,3.96,120.56,59.56,"430,120",-0.37,2.66,2.66,0.5,M2300,4.41,0.45,3.65,47.19,99.99
2417,圓剛,2019/12,0.44,1.32,0.02,0.97,302.43,17.23,"182,089",5.21,0.97,0.97,0.1,M2300,9.26,0.61,2.83,47.95,128.85
